Year,Route,GRASS_3km,GRASS_5km,GRASS_10km,ED_3km,ED_5km,ED_10km,PDSI2,TMAX2,PCP,TMIN
2014,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,0.936666667,92.8,0.29,17.1
2014,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,1.513333333,91.6,0.27,15.4
2014,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,-2.653333333,90.9,0.316666667,14.3
2014,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,0.936666667,92.8,0.29,17.1
2014,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,0.936666667,92.8,0.29,17.1
2014,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,0.296666667,87.9,0.786666667,12.2
2014,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,0.936666667,92.8,0.29,17.1
2014,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,1.9,92.1,0.536666667,17.7
2014,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,1.37,92.6,0.543333333,16.5
2014,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,0.296666667,87.9,0.786666667,12.2
2014,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,1.37,92.6,0.543333333,16.5
2014,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,-1.776666667,90.4,0.43,13.9
2014,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,-0.88,90.7,0.61,15.3
2014,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,0.936666667,92.8,0.29,17.1
2014,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,1.513333333,91.6,0.27,15.4
2014,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,-2.653333333,90.9,0.316666667,14.3
2014,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,-0.88,90.7,0.61,15.3
2014,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,-1.776666667,90.4,0.43,13.9
2014,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,-1.776666667,90.4,0.43,13.9
2014,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,1.9,92.1,0.536666667,17.7
2014,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,-1.776666667,90.4,0.43,13.9
2014,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,1.9,92.1,0.536666667,17.7
2014,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,-1.776666667,90.4,0.43,13.9
2014,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,1.37,92.6,0.543333333,16.5
2014,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,0.296666667,87.9,0.786666667,12.2
2014,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,-1.776666667,90.4,0.43,13.9
2014,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,1.37,92.6,0.543333333,16.5
2014,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,1.513333333,91.6,0.27,15.4
2014,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,1.9,92.1,0.536666667,17.7
2014,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,0.936666667,92.8,0.29,17.1
2014,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,-2.653333333,90.9,0.316666667,14.3
2014,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,-1.776666667,90.4,0.43,13.9
2014,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,1.37,92.6,0.543333333,16.5
2014,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,0.936666667,92.8,0.29,17.1
2014,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,1.513333333,91.6,0.27,15.4
2014,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,-1.776666667,90.4,0.43,13.9
2014,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,1.513333333,91.6,0.27,15.4
2014,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,-1.776666667,90.4,0.43,13.9
2014,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,1.9,92.1,0.536666667,17.7
2014,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,1.513333333,91.6,0.27,15.4
2014,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,1.9,92.1,0.536666667,17.7
2014,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,-0.88,90.7,0.61,15.3
2014,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,-2.653333333,90.9,0.316666667,14.3
2014,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,-2.653333333,90.9,0.316666667,14.3
2014,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,-0.88,90.7,0.61,15.3
2014,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,1.9,92.1,0.536666667,17.7
2014,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,1.37,92.6,0.543333333,16.5
2014,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,-2.653333333,90.9,0.316666667,14.3
2014,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,1.37,92.6,0.543333333,16.5
2014,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,1.513333333,91.6,0.27,15.4
2014,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,1.513333333,91.6,0.27,15.4
2014,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,1.513333333,91.6,0.27,15.4
2014,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,1.37,92.6,0.543333333,16.5
2014,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,0.296666667,87.9,0.786666667,12.2
2014,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,1.9,92.1,0.536666667,17.7
2014,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,0.296666667,87.9,0.786666667,12.2
2015,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,0.14,92.4,0.833333333,18
2015,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,2.69,87.1,1.093333333,13.9
2015,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,1.65,89.7,1.03,20.4
2015,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,3.213333333,92.5,0.756666667,20.6
2015,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,0.88,90.2,0.626666667,15.6
2015,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,1.95,88.5,1.273333333,17.5
2015,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,1.993333333,92.3,0.87,19.7
2015,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,1.993333333,92.3,0.87,19.7
2015,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,0.14,92.4,0.833333333,18
2015,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,3.213333333,92.5,0.756666667,20.6
2015,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,3.213333333,92.5,0.756666667,20.6
2015,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,0.85,92,0.54,19
2015,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,-0.43,91,0.603333333,17.6
2015,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,3.213333333,92.5,0.756666667,20.6
2015,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,3.213333333,92.5,0.756666667,20.6
2015,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,2.69,87.1,1.093333333,13.9
2015,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,3.213333333,92.5,0.756666667,20.6
2015,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,1.993333333,92.3,0.87,19.7
2015,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,0.14,92.4,0.833333333,18
2015,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,2.69,87.1,1.093333333,13.9
2015,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,0.14,92.4,0.833333333,18
2015,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,0.88,90.2,0.626666667,15.6
2015,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,1.95,88.5,1.273333333,17.5
2015,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,3.213333333,92.5,0.756666667,20.6
2015,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,0.85,92,0.54,19
2015,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,-0.43,91,0.603333333,17.6
2015,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,1.95,88.5,1.273333333,17.5
2015,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,0.88,90.2,0.626666667,15.6
2015,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,0.88,90.2,0.626666667,15.6
2015,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,1.993333333,92.3,0.87,19.7
2015,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,0.88,90.2,0.626666667,15.6
2015,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,1.993333333,92.3,0.87,19.7
2015,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,0.88,90.2,0.626666667,15.6
2015,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,0.14,92.4,0.833333333,18
2015,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,2.69,87.1,1.093333333,13.9
2015,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,0.88,90.2,0.626666667,15.6
2015,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,0.14,92.4,0.833333333,18
2015,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,0.85,92,0.54,19
2015,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,1.993333333,92.3,0.87,19.7
2015,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,3.213333333,92.5,0.756666667,20.6
2015,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,-0.43,91,0.603333333,17.6
2015,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,0.88,90.2,0.626666667,15.6
2015,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,0.14,92.4,0.833333333,18
2015,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,3.213333333,92.5,0.756666667,20.6
2015,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,0.85,92,0.54,19
2015,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,0.88,90.2,0.626666667,15.6
2015,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,0.85,92,0.54,19
2015,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,0.88,90.2,0.626666667,15.6
2015,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,1.993333333,92.3,0.87,19.7
2015,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,0.85,92,0.54,19
2015,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,1.993333333,92.3,0.87,19.7
2015,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,1.95,88.5,1.273333333,17.5
2015,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,-0.43,91,0.603333333,17.6
2015,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,-0.43,91,0.603333333,17.6
2015,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,1.95,88.5,1.273333333,17.5
2015,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,1.993333333,92.3,0.87,19.7
2015,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,0.14,92.4,0.833333333,18
2015,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,-0.43,91,0.603333333,17.6
2015,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,0.14,92.4,0.833333333,18
2015,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,0.85,92,0.54,19
2015,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,0.85,92,0.54,19
2015,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,0.85,92,0.54,19
2015,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,0.14,92.4,0.833333333,18
2015,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,2.69,87.1,1.093333333,13.9
2015,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,1.993333333,92.3,0.87,19.7
2015,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,2.69,87.1,1.093333333,13.9
2016,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,1.85,92.2,1.366666667,22
2016,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,1.77,90,1.52,18.9
2016,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,1.253333333,90.1,1.7,23.6
2016,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,4.38,93.6,0.536666667,20.6
2016,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,1.446666667,91.2,1.383333333,20
2016,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,1.206666667,89.6,1.566666667,22.1
2016,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,2.436666667,93.3,1.116666667,22.5
2016,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,2.436666667,93.3,1.116666667,22.5
2016,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,1.85,92.2,1.366666667,22
2016,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,4.38,93.6,0.536666667,20.6
2016,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,4.38,93.6,0.536666667,20.6
2016,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,1.253333333,92.3,0.546666667,19.7
2016,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,0.706666667,91.3,0.506666667,19.7
2016,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,4.38,93.6,0.536666667,20.6
2016,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,4.38,93.6,0.536666667,20.6
2016,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,1.77,90,1.52,18.9
2016,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,4.38,93.6,0.536666667,20.6
2016,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,2.436666667,93.3,1.116666667,22.5
2016,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,1.85,92.2,1.366666667,22
2016,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,1.77,90,1.52,18.9
2016,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,1.85,92.2,1.366666667,22
2016,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,1.446666667,91.2,1.383333333,20
2016,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,1.206666667,89.6,1.566666667,22.1
2016,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,4.38,93.6,0.536666667,20.6
2016,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,1.253333333,92.3,0.546666667,19.7
2016,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,0.706666667,91.3,0.506666667,19.7
2016,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,1.206666667,89.6,1.566666667,22.1
2016,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,1.446666667,91.2,1.383333333,20
2016,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,1.446666667,91.2,1.383333333,20
2016,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,2.436666667,93.3,1.116666667,22.5
2016,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,1.446666667,91.2,1.383333333,20
2016,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,2.436666667,93.3,1.116666667,22.5
2016,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,1.446666667,91.2,1.383333333,20
2016,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,1.85,92.2,1.366666667,22
2016,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,1.77,90,1.52,18.9
2016,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,1.446666667,91.2,1.383333333,20
2016,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,1.85,92.2,1.366666667,22
2016,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,1.253333333,92.3,0.546666667,19.7
2016,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,2.436666667,93.3,1.116666667,22.5
2016,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,4.38,93.6,0.536666667,20.6
2016,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,0.706666667,91.3,0.506666667,19.7
2016,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,1.446666667,91.2,1.383333333,20
2016,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,1.85,92.2,1.366666667,22
2016,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,4.38,93.6,0.536666667,20.6
2016,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,1.253333333,92.3,0.546666667,19.7
2016,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,1.446666667,91.2,1.383333333,20
2016,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,1.253333333,92.3,0.546666667,19.7
2016,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,1.446666667,91.2,1.383333333,20
2016,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,2.436666667,93.3,1.116666667,22.5
2016,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,1.253333333,92.3,0.546666667,19.7
2016,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,2.436666667,93.3,1.116666667,22.5
2016,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,1.206666667,89.6,1.566666667,22.1
2016,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,0.706666667,91.3,0.506666667,19.7
2016,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,0.706666667,91.3,0.506666667,19.7
2016,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,1.206666667,89.6,1.566666667,22.1
2016,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,2.436666667,93.3,1.116666667,22.5
2016,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,1.85,92.2,1.366666667,22
2016,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,0.706666667,91.3,0.506666667,19.7
2016,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,1.85,92.2,1.366666667,22
2016,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,1.253333333,92.3,0.546666667,19.7
2016,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,1.253333333,92.3,0.546666667,19.7
2016,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,1.253333333,92.3,0.546666667,19.7
2016,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,1.85,92.2,1.366666667,22
2016,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,1.77,90,1.52,18.9
2016,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,2.436666667,93.3,1.116666667,22.5
2016,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,1.77,90,1.52,18.9
2017,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,NA,NA,0.836666667,18.1
2017,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,NA,NA,0.82,18.4
2017,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,NA,NA,1.153333333,22.8
2017,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,NA,NA,0.69,15.4
2017,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,NA,NA,0.733333333,16.8
2017,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,NA,NA,0.826666667,21.1
2017,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,NA,NA,1.21,19
2017,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,NA,NA,1.21,19
2017,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,NA,NA,0.836666667,18.1
2017,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,NA,NA,0.69,15.4
2017,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,NA,NA,0.69,15.4
2017,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,NA,NA,0.52,13.2
2017,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,NA,NA,0.516666667,13
2017,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,NA,NA,0.69,15.4
2017,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,NA,NA,0.69,15.4
2017,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,NA,NA,0.82,18.4
2017,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,NA,NA,0.69,15.4
2017,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,NA,NA,1.21,19
2017,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,NA,NA,0.836666667,18.1
2017,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,NA,NA,0.82,18.4
2017,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,NA,NA,0.836666667,18.1
2017,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,NA,NA,0.733333333,16.8
2017,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,NA,NA,0.826666667,21.1
2017,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,NA,NA,0.69,15.4
2017,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,NA,NA,0.52,13.2
2017,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,NA,NA,0.516666667,13
2017,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,NA,NA,0.826666667,21.1
2017,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,NA,NA,0.733333333,16.8
2017,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,NA,NA,0.733333333,16.8
2017,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,NA,NA,1.21,19
2017,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,NA,NA,0.733333333,16.8
2017,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,NA,NA,1.21,19
2017,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,NA,NA,0.733333333,16.8
2017,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,NA,NA,0.836666667,18.1
2017,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,NA,NA,0.82,18.4
2017,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,NA,NA,0.733333333,16.8
2017,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,NA,NA,0.836666667,18.1
2017,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,NA,NA,0.52,13.2
2017,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,NA,NA,1.21,19
2017,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,NA,NA,0.69,15.4
2017,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,NA,NA,0.516666667,13
2017,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,NA,NA,0.733333333,16.8
2017,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,NA,NA,0.836666667,18.1
2017,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,NA,NA,0.69,15.4
2017,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,NA,NA,0.52,13.2
2017,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,NA,NA,0.733333333,16.8
2017,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,NA,NA,0.52,13.2
2017,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,NA,NA,0.733333333,16.8
2017,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,NA,NA,1.21,19
2017,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,NA,NA,0.52,13.2
2017,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,NA,NA,1.21,19
2017,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,NA,NA,0.826666667,21.1
2017,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,NA,NA,0.516666667,13
2017,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,NA,NA,0.516666667,13
2017,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,NA,NA,0.826666667,21.1
2017,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,NA,NA,1.21,19
2017,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,NA,NA,0.836666667,18.1
2017,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,NA,NA,0.516666667,13
2017,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,NA,NA,0.836666667,18.1
2017,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,NA,NA,0.52,13.2
2017,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,NA,NA,0.52,13.2
2017,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,NA,NA,0.52,13.2
2017,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,NA,NA,0.836666667,18.1
2017,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,NA,NA,0.82,18.4
2017,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,NA,NA,1.21,19
2017,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,NA,NA,0.82,18.4
