Year,Route,GRASS_3km,GRASS_5km,GRASS_10km,ED_3km,ED_5km,ED_10km,PDSI2,TMAX2,PCP,TMIN
2010,10,15.4553,18.2566,22.2385,20.8515,20.4234,21.2823,0.153333333,93.9,0.46,15.6
2010,11,22.0223,21.7301,24.7013,29.4006,30.5157,34.4603,0.153333333,93.9,0.46,15.6
2010,12,38.7656,40.5447,40.1313,31.3679,33.1947,32.972,1.926666667,92.9,0.473333333,14
2010,13,48.0262,46.0708,48.9437,50.7101,49.7863,46.1822,5.2,91.8,0.436666667,12.2
2010,14,24.3671,25.5114,19.9539,34.3515,32.9746,28.0882,0.153333333,93.9,0.46,15.6
2010,15,49.2446,48.447,55.9348,35.6604,40.5972,40.1883,0.153333333,93.9,0.46,15.6
2010,16,65.4466,64.3819,64.1528,67.4692,69.2309,70.6197,2.866666667,91.1,1.18,14.6
2010,17,29.238,34.7227,40.7073,32.6102,33.4865,28.8078,0.153333333,93.9,0.46,15.6
2010,18,43.0789,40.9135,41.4187,48.1355,47.61,47.9058,2.9,94.3,0.68,18.7
2010,19,40.1714,43.7356,49.1185,47.9324,47.5176,47.9958,2.656666667,93.7,0.626666667,16
2010,20,26.1062,25.898,30.9955,64.2642,64.8958,66.197,2.866666667,91.1,1.18,14.6
2010,21,30.1147,33.1211,36.5071,60.0868,59.7033,57.1955,2.656666667,93.7,0.626666667,16
2010,22,26.2519,32.0928,36.1667,40.0001,42.7538,43.0836,4.023333333,92.8,0.73,12.8
2010,23,65.0158,65.546,68.2988,68.8889,68.8615,62.0937,3.026666667,91.7,1.16,16.9
2010,24,35.3528,36.405,37.4507,37.0791,36.3165,35.461,0.153333333,93.9,0.46,15.6
2010,25,45.898,46.2246,47.2848,41.1746,41.6036,38.3242,1.926666667,92.9,0.473333333,14
2010,26,50.8243,48.9164,53.0833,51.5951,50.2942,46.984,5.2,91.8,0.436666667,12.2
2010,27,63.2747,61.1043,63.3277,75.219,75.3516,71.5812,3.026666667,91.7,1.16,16.9
2010,28,58.2173,59.2131,60.0859,55.1322,53.3576,51.7353,4.023333333,92.8,0.73,12.8
2010,29,55.6025,49.7243,45.9067,53.7987,53.0276,47.7769,4.023333333,92.8,0.73,12.8
2010,30,34.7411,31.0206,26.8809,45.3268,43.3314,43.0954,2.9,94.3,0.68,18.7
2010,31,67.0414,62.8507,57.4265,55.6537,60.9588,58.2847,4.023333333,92.8,0.73,12.8
2010,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,2.9,94.3,0.68,18.7
2010,33,26.5178,27.4713,24.9462,48.5794,49.6726,48.4487,4.023333333,92.8,0.73,12.8
2010,34,13.8293,19.3055,24.5968,35.687,41.5819,46.0426,2.656666667,93.7,0.626666667,16
2010,35,60.5966,57.9508,54.4977,74.5441,74.471,72.9117,2.866666667,91.1,1.18,14.6
2010,36,46.2778,43.5557,45.8743,58.0506,59.1681,55.4863,4.023333333,92.8,0.73,12.8
2010,37,23.9769,22.5752,25.4983,43.8851,42.7379,44.3942,2.656666667,93.7,0.626666667,16
2010,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,1.926666667,92.9,0.473333333,14
2010,39,14.966,16.6105,17.1166,43.2649,46.7331,49.8267,2.9,94.3,0.68,18.7
2010,40,20.5895,19.7612,22.2425,19.0271,18.1302,19.9122,0.153333333,93.9,0.46,15.6
2010,41,21.7165,25.4489,24.1846,26.7112,30.3621,31.8223,5.2,91.8,0.436666667,12.2
2010,42,36.0941,36.715,34.9431,54.3839,54.9907,54.8759,4.023333333,92.8,0.73,12.8
2010,43,18.4352,24.9364,27.7978,38.7814,40.4964,44.5838,2.656666667,93.7,0.626666667,16
2010,44,22.5269,23.6174,27.8144,26.283,29.1896,29.4574,0.153333333,93.9,0.46,15.6
2010,45,41.9195,40.8101,44.0713,46.6056,46.1048,46.2468,1.926666667,92.9,0.473333333,14
2010,46,49.2994,48.0443,43.4694,65.3082,64.7802,68.3903,4.023333333,92.8,0.73,12.8
2010,47,12.5846,13.1729,19.6877,18.7592,17.9819,20.2725,1.926666667,92.9,0.473333333,14
2010,48,43.1688,44.4186,49.9809,63.8116,64.0559,62.5935,4.023333333,92.8,0.73,12.8
2010,49,40.9312,44.219,46.5326,46.6298,48.2288,46.9059,2.9,94.3,0.68,18.7
2010,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,1.926666667,92.9,0.473333333,14
2010,51,23.1734,20.9772,27.096,42.6931,40.3153,46.0787,2.9,94.3,0.68,18.7
2010,52,59.9414,60.3066,53.459,61.4377,62.1711,58.1704,3.026666667,91.7,1.16,16.9
2010,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,5.2,91.8,0.436666667,12.2
2010,54,11.7789,12.3667,15.0717,19.8234,20.8072,23.3234,5.2,91.8,0.436666667,12.2
2010,55,84.2225,83.8957,82.6024,48.0826,48.8677,46.039,3.026666667,91.7,1.16,16.9
2010,56,45.1374,53.7737,65.2287,28.9678,31.092,30.4624,2.9,94.3,0.68,18.7
2010,57,49.5884,44.7645,43.4208,60.811,60.0371,61.1382,2.656666667,93.7,0.626666667,16
2010,58,42.4052,40.8528,41.782,39.0135,39.4023,36.7976,5.2,91.8,0.436666667,12.2
2010,59,58.1297,54.8177,48.0541,51.5182,51.5158,50.5965,2.656666667,93.7,0.626666667,16
2010,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,1.926666667,92.9,0.473333333,14
2010,61,62.9791,62.1437,61.0818,34.9957,32.0895,31.2806,1.926666667,92.9,0.473333333,14
2010,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,1.926666667,92.9,0.473333333,14
2010,63,76.1489,73.0199,66.8484,43.043,43.6581,44.9693,2.656666667,93.7,0.626666667,16
2010,64,41.8965,48.686,51.155,74.2093,73.9971,75.1698,2.866666667,91.1,1.18,14.6
2010,65,14.7849,20.4063,19.7543,28.2309,29.4586,32.253,2.9,94.3,0.68,18.7
2010,66,54.9053,60.1246,60.6577,65.7983,68.0605,69.1293,2.866666667,91.1,1.18,14.6
2011,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,-1.866666667,100.2,0.48,15.4
2011,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,0.283333333,94.3,0.75,12.3
2011,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,-1.933333333,99.6,1.14,18
2011,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,-4.576666667,101.2,0.233333333,15.7
2011,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,2.406666667,96.2,0.533333333,13
2011,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,-1.42,97.1,1.1,15.3
2011,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,-3.79,102.5,0.416666667,17
2011,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,-3.79,102.5,0.416666667,17
2011,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,-1.866666667,100.2,0.48,15.4
2011,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,-4.576666667,101.2,0.233333333,15.7
2011,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,-4.576666667,101.2,0.233333333,15.7
2011,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,-2.52,98.5,0.306666667,14.2
2011,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,0.323333333,95.4,0.37,13.5
2011,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,-4.576666667,101.2,0.233333333,15.7
2011,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,-4.576666667,101.2,0.233333333,15.7
2011,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,0.283333333,94.3,0.75,12.3
2011,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,-4.576666667,101.2,0.233333333,15.7
2011,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,-3.79,102.5,0.416666667,17
2011,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,-1.866666667,100.2,0.48,15.4
2011,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,0.283333333,94.3,0.75,12.3
2011,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,-1.866666667,100.2,0.48,15.4
2011,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,2.406666667,96.2,0.533333333,13
2011,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,-1.42,97.1,1.1,15.3
2011,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,-4.576666667,101.2,0.233333333,15.7
2011,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,-2.52,98.5,0.306666667,14.2
2011,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,0.323333333,95.4,0.37,13.5
2011,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,-1.42,97.1,1.1,15.3
2011,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,2.406666667,96.2,0.533333333,13
2011,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,2.406666667,96.2,0.533333333,13
2011,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,-3.79,102.5,0.416666667,17
2011,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,2.406666667,96.2,0.533333333,13
2011,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,-3.79,102.5,0.416666667,17
2011,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,2.406666667,96.2,0.533333333,13
2011,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,-1.866666667,100.2,0.48,15.4
2011,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,0.283333333,94.3,0.75,12.3
2011,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,2.406666667,96.2,0.533333333,13
2011,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,-1.866666667,100.2,0.48,15.4
2011,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,-2.52,98.5,0.306666667,14.2
2011,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,-3.79,102.5,0.416666667,17
2011,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,-4.576666667,101.2,0.233333333,15.7
2011,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,0.323333333,95.4,0.37,13.5
2011,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,2.406666667,96.2,0.533333333,13
2011,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,-1.866666667,100.2,0.48,15.4
2011,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,-4.576666667,101.2,0.233333333,15.7
2011,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,-2.52,98.5,0.306666667,14.2
2011,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,2.406666667,96.2,0.533333333,13
2011,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,-2.52,98.5,0.306666667,14.2
2011,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,2.406666667,96.2,0.533333333,13
2011,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,-3.79,102.5,0.416666667,17
2011,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,-2.52,98.5,0.306666667,14.2
2011,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,-3.79,102.5,0.416666667,17
2011,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,-1.42,97.1,1.1,15.3
2011,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,0.323333333,95.4,0.37,13.5
2011,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,0.323333333,95.4,0.37,13.5
2011,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,-1.42,97.1,1.1,15.3
2011,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,-3.79,102.5,0.416666667,17
2011,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,-1.866666667,100.2,0.48,15.4
2011,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,0.323333333,95.4,0.37,13.5
2011,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,-1.866666667,100.2,0.48,15.4
2011,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,-2.52,98.5,0.306666667,14.2
2011,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,-2.52,98.5,0.306666667,14.2
2011,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,-2.52,98.5,0.306666667,14.2
2011,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,-1.866666667,100.2,0.48,15.4
2011,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,0.283333333,94.3,0.75,12.3
2011,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,-3.79,102.5,0.416666667,17
2011,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,0.283333333,94.3,0.75,12.3
2012,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,-2.976666667,100.7,1.44,22.2
2012,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,-2.786666667,97.5,1.773333333,21.2
2012,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,-2.226666667,99.6,2.003333333,25.5
2012,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,-3.806666667,98.6,0.87,20.4
2012,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,-2.406666667,98.9,1.1,20.3
2012,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,-3.07,99.1,1.94,24
2012,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,-2.096666667,100.4,2.023333333,24
2012,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,-2.096666667,100.4,2.023333333,24
2012,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,-2.976666667,100.7,1.44,22.2
2012,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,-3.806666667,98.6,0.87,20.4
2012,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,-3.806666667,98.6,0.87,20.4
2012,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,-4.033333333,98.5,0.67,18.4
2012,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,-4.093333333,98,0.45,18.1
2012,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,-3.806666667,98.6,0.87,20.4
2012,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,-3.806666667,98.6,0.87,20.4
2012,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,-2.786666667,97.5,1.773333333,21.2
2012,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,-3.806666667,98.6,0.87,20.4
2012,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,-2.096666667,100.4,2.023333333,24
2012,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,-2.976666667,100.7,1.44,22.2
2012,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,-2.786666667,97.5,1.773333333,21.2
2012,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,-2.976666667,100.7,1.44,22.2
2012,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,-2.406666667,98.9,1.1,20.3
2012,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,-3.07,99.1,1.94,24
2012,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,-3.806666667,98.6,0.87,20.4
2012,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,-4.033333333,98.5,0.67,18.4
2012,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,-4.093333333,98,0.45,18.1
2012,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,-3.07,99.1,1.94,24
2012,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,-2.406666667,98.9,1.1,20.3
2012,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,-2.406666667,98.9,1.1,20.3
2012,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,-2.096666667,100.4,2.023333333,24
2012,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,-2.406666667,98.9,1.1,20.3
2012,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,-2.096666667,100.4,2.023333333,24
2012,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,-2.406666667,98.9,1.1,20.3
2012,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,-2.976666667,100.7,1.44,22.2
2012,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,-2.786666667,97.5,1.773333333,21.2
2012,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,-2.406666667,98.9,1.1,20.3
2012,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,-2.976666667,100.7,1.44,22.2
2012,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,-4.033333333,98.5,0.67,18.4
2012,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,-2.096666667,100.4,2.023333333,24
2012,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,-3.806666667,98.6,0.87,20.4
2012,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,-4.093333333,98,0.45,18.1
2012,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,-2.406666667,98.9,1.1,20.3
2012,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,-2.976666667,100.7,1.44,22.2
2012,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,-3.806666667,98.6,0.87,20.4
2012,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,-4.033333333,98.5,0.67,18.4
2012,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,-2.406666667,98.9,1.1,20.3
2012,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,-4.033333333,98.5,0.67,18.4
2012,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,-2.406666667,98.9,1.1,20.3
2012,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,-2.096666667,100.4,2.023333333,24
2012,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,-4.033333333,98.5,0.67,18.4
2012,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,-2.096666667,100.4,2.023333333,24
2012,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,-3.07,99.1,1.94,24
2012,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,-4.093333333,98,0.45,18.1
2012,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,-4.093333333,98,0.45,18.1
2012,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,-3.07,99.1,1.94,24
2012,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,-2.096666667,100.4,2.023333333,24
2012,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,-2.976666667,100.7,1.44,22.2
2012,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,-4.093333333,98,0.45,18.1
2012,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,-2.976666667,100.7,1.44,22.2
2012,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,-4.033333333,98.5,0.67,18.4
2012,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,-4.033333333,98.5,0.67,18.4
2012,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,-4.033333333,98.5,0.67,18.4
2012,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,-2.976666667,100.7,1.44,22.2
2012,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,-2.786666667,97.5,1.773333333,21.2
2012,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,-2.096666667,100.4,2.023333333,24
2012,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,-2.786666667,97.5,1.773333333,21.2
2013,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,1.413333333,89.5,1.09,20.1
2013,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,-2.316666667,87,0.883333333,19.6
2013,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,1.763333333,89,1.603333333,24.8
2013,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,-3.27,93,0.65,19.8
2013,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,-1.566666667,88.4,0.9,17.3
2013,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,0.49,87.7,1.393333333,22.4
2013,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,1.626666667,90.3,1.13,22.3
2013,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,1.626666667,90.3,1.13,22.3
2013,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,1.413333333,89.5,1.09,20.1
2013,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,-3.27,93,0.65,19.8
2013,11,21.9132,21.5989,24.5766,29.4714,30.5249,34.4738,-3.27,93,0.65,19.8
2013,12,38.7394,40.5302,40.1253,31.4197,33.2233,32.9839,-3.75,91.7,0.593333333,17.3
2013,13,48.0262,46.0232,48.9115,50.7101,49.9072,46.2718,-4.42,89.8,0.66,16
2013,14,24.3258,25.4884,19.9466,34.4171,33.0112,28.1205,-3.27,93,0.65,19.8
2013,15,49.1118,48.3623,55.704,35.616,40.5858,40.4648,-3.27,93,0.65,19.8
2013,16,65.4453,64.3847,64.1746,67.4344,69.2162,70.6613,-2.316666667,87,0.883333333,19.6
2013,17,29.2274,34.7296,40.4942,32.538,33.4771,28.966,-3.27,93,0.65,19.8
2013,18,43.1492,40.9659,41.4479,48.2269,47.6393,47.8861,1.626666667,90.3,1.13,22.3
2013,19,40.1327,43.7278,49.114,47.9574,47.5469,48.0175,1.413333333,89.5,1.09,20.1
2013,20,25.9972,25.8038,30.9505,64.383,64.9557,66.2861,-2.316666667,87,0.883333333,19.6
2013,21,30.0423,33.1131,36.5349,60.2317,59.781,57.2656,1.413333333,89.5,1.09,20.1
2013,22,26.2634,32.1018,36.1776,39.9773,42.7601,43.131,-1.566666667,88.4,0.9,17.3
2013,23,64.9871,65.5362,68.2824,68.9846,68.9105,62.2134,0.49,87.7,1.393333333,22.4
2013,24,35.1459,36.2444,37.3065,37.3113,36.5631,35.5361,-3.27,93,0.65,19.8
2013,25,45.898,46.2073,47.2774,41.1746,41.6705,38.3527,-3.75,91.7,0.593333333,17.3
2013,26,50.7048,48.7867,53.0175,51.7906,50.4669,47.03,-4.42,89.8,0.66,16
2013,27,63.2896,61.1125,63.3391,75.2646,75.3769,71.6086,0.49,87.7,1.393333333,22.4
2013,28,58.2231,59.2146,60.0851,55.1085,53.3511,51.7408,-1.566666667,88.4,0.9,17.3
2013,29,55.5788,49.7102,45.8769,53.8106,53.0243,47.8322,-1.566666667,88.4,0.9,17.3
2013,30,34.7202,31.0102,26.8703,45.4058,43.3419,43.1558,1.626666667,90.3,1.13,22.3
2013,31,67.0406,62.8503,57.4154,55.7696,61.0228,58.3444,-1.566666667,88.4,0.9,17.3
2013,32,14.0376,19.3494,30.0105,28.3881,28.5554,32.8697,1.626666667,90.3,1.13,22.3
2013,33,26.4962,27.4477,24.9214,48.5388,49.6906,48.47,-1.566666667,88.4,0.9,17.3
2013,34,13.8717,19.3921,24.6256,35.6682,41.7114,46.1037,1.413333333,89.5,1.09,20.1
2013,35,60.6121,57.9531,54.5131,74.5457,74.5205,72.9518,-2.316666667,87,0.883333333,19.6
2013,36,46.3651,43.6021,45.9026,58.044,59.0772,55.4656,-1.566666667,88.4,0.9,17.3
2013,37,23.9836,22.579,25.4943,43.978,42.7897,44.4144,1.413333333,89.5,1.09,20.1
2013,38,18.5583,17.5933,20.5478,19.4221,18.8668,19.357,-3.75,91.7,0.593333333,17.3
2013,39,14.9766,16.6178,17.0859,43.3514,46.8093,49.7727,1.626666667,90.3,1.13,22.3
2013,40,20.5895,19.7559,22.2098,19.0271,18.153,19.9711,-3.27,93,0.65,19.8
2013,41,21.4981,25.32,24.0334,27.0876,30.5925,31.9555,-4.42,89.8,0.66,16
2013,42,36.0815,36.6219,34.8706,54.3951,55.2352,55.0023,-1.566666667,88.4,0.9,17.3
2013,43,18.4207,24.9265,27.811,38.6299,40.4139,44.636,1.413333333,89.5,1.09,20.1
2013,44,22.5127,23.5994,27.5982,26.3183,29.2188,29.5542,-3.27,93,0.65,19.8
2013,45,41.9195,40.8101,44.022,46.6056,46.1048,46.1837,-3.75,91.7,0.593333333,17.3
2013,46,49.2994,48.0312,43.3853,65.3082,64.8511,68.7423,-1.566666667,88.4,0.9,17.3
2013,47,12.5846,13.1501,19.6414,18.7592,17.993,20.2792,-3.75,91.7,0.593333333,17.3
2013,48,43.173,44.4144,49.9717,63.8877,64.1059,62.623,-1.566666667,88.4,0.9,17.3
2013,49,40.9496,44.2419,46.5497,46.6459,48.2288,46.9204,1.626666667,90.3,1.13,22.3
2013,50,20.7272,22.208,22.5835,26.4018,26.4824,26.4054,-3.75,91.7,0.593333333,17.3
2013,51,23.1676,20.9787,27.0992,42.6712,40.3092,46.0711,1.626666667,90.3,1.13,22.3
2013,52,59.9178,60.3138,53.4338,61.4134,62.2156,58.1878,0.49,87.7,1.393333333,22.4
2013,53,29.8342,32.5359,30.9413,34.6701,35.5598,34.7371,-4.42,89.8,0.66,16
2013,54,11.7789,12.3667,15.0642,19.8234,20.8072,23.3202,-4.42,89.8,0.66,16
2013,55,84.2303,83.9,82.6337,48.0853,48.8692,46.0218,0.49,87.7,1.393333333,22.4
2013,56,45.1374,53.7737,65.2182,28.9678,31.092,30.4778,1.626666667,90.3,1.13,22.3
2013,57,49.6005,44.7654,43.4324,60.8569,60.0276,61.1631,1.413333333,89.5,1.09,20.1
2013,58,42.3444,40.819,41.7416,39.2397,39.5319,36.9469,-4.42,89.8,0.66,16
2013,59,58.1166,54.8139,48.051,51.6525,51.6064,50.6269,1.413333333,89.5,1.09,20.1
2013,60,43.0889,40.6465,35.5365,48.5529,45.8949,41.9457,-3.75,91.7,0.593333333,17.3
2013,61,62.8937,62.0919,61.0515,35.2146,32.2222,31.3538,-3.75,91.7,0.593333333,17.3
2013,62,65.3361,64.8753,57.2387,32.8379,31.8493,31.9728,-3.75,91.7,0.593333333,17.3
2013,63,76.3231,73.156,66.9248,43.2283,43.7826,45.0089,1.413333333,89.5,1.09,20.1
2013,64,41.9716,48.7196,51.1839,74.4662,74.1354,75.2078,-2.316666667,87,0.883333333,19.6
2013,65,14.7849,20.4063,19.755,28.2309,29.4586,32.2321,1.626666667,90.3,1.13,22.3
2013,66,55.0307,60.1829,60.6584,66.4224,68.4506,69.3485,-2.316666667,87,0.883333333,19.6
2014,1,34.4126,34.5591,39.2962,50.0985,50.5107,52.9478,1.37,92.6,0.543333333,16.5
2014,2,53.7557,52.2692,48.839,79.57,80.6789,76.2481,0.296666667,87.9,0.786666667,12.2
2014,3,58.8395,61.4541,60.6721,71.7202,64.9777,60.2428,0.593333333,91.7,0.46,17.3
2014,4,45.779,56.314,62.9535,37.6575,36.6363,32.0391,0.936666667,92.8,0.29,17.1
2014,5,58.65,58.2126,52.81,60.1299,59.6711,57.0981,-1.776666667,90.4,0.43,13.9
2014,6,65.299,67.1968,68.6304,65.725,66.2803,62.8456,-0.88,90.7,0.61,15.3
2014,7,25.8724,27.2143,27.9965,53.0825,55.4423,56.9928,1.9,92.1,0.536666667,17.7
2014,8,28.6603,30.2431,34.6639,48.7083,48.8069,45.1689,1.9,92.1,0.536666667,17.7
2014,9,40.3952,44.1508,42.986,51.6611,51.8332,52.0094,1.37,92.6,0.543333333,16.5
2014,10,15.4716,18.2516,22.1395,20.922,20.4445,21.3173,0.936666667,92.8,0.29,17.1
